Title,Location,Company,Salary,Sponsored,Description,salary_min,salary_max,python_sk,spark_sk,tableau_sk,aws_sk,excel_sk,power_sk,numpy_sk,opencv_sk,pandas_sk,nltk_sk,machine_sk,deep_sk,statistics_sk,sql_sk,tensorflow_sk,job_simp1,seniority,loc_simp1,desc_len,avg_salary
Transcription Editor,Remote,Wavel.ai,₹900 an hour,Organic,"Job Description:
The job of the editor is to correct and edit pre-translated transcriptions generated by our unique machine learning algorithm. Editors must create accurate written versions of audio or video recordings. This job involves listening to audio and reviewing drafts of written transcriptions. Editors will work remotely and on a freelance basis. A key part of this job is to spot any inaccuracies and errors, and to add in missing information within the final report. This job is well suited to people who are detail oriented, have excellent writing and listening skills, and can communicate well with colleagues, both verbally and over email.
*
Transcriber Responsibilities:
Completing transcriptions in a timely manner and reviewing drafts for any spelling, grammar, or formatting errors, as well as other inconsistencies.
Communicating with the supervisor when there are issues.
Submitting completed drafts to and correcting any errors as per our teams feedback.
Edit your transcriptions before filing them
Providing any feedback to better improve the accuracy of our machine learning algorithm.
*
*
Skills and Qualifications
Listening skills – transcribers need to listen carefully to audio recordings and interpret them appropriately.
Time management – transcribers must work quickly but efficiently, keeping tight deadlines and managing their time effectively
Computer skills – applicants for this role need to be comfortable using computers and different types of programs
Detail oriented – transcribers need to spot inaccuracies and inconsistencies in final drafts, so attention to detail is key to being successful in this job
Writing skills – in order to create accurate transcripts, transcribers need to have a good understanding of the English language and grammar
*
*
Testing:
An online transcription test will be administered as part of the screening for this position.
*
Payment:
You can get paid through TransferWise or Paypal. Also, the hourly rate is for 1 AUDIO hour of work.
PLEASE APPLY BY COPYING THE LINK AND PASTING IT IN A NEW TAB
https://www.wavel.ai/transcriber
Job Types: Full-time, Part-time
Salary: Up to ₹900.00 per hour
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Yes",,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,na,na,na,2294,
AI Chatbot Developer,"Pune, Maharashtra",Extrapreneurs India Pvt Ltd,"₹4,00,000 - ₹10,00,000 a year",Organic,"Position: AI Chatbot Developer
Experience: 1-4 Years’ Position: 2 Salary: 4-10 Lacs Joining: 30 days or less
Responsibilities
· Development focused on Conversational Chatbots & AI projects.
· Analyse the customer needs and design, document, test, and develop Chatbots as required to satisfy the functional and non-requirements.
· Manage production support issues.
· Completes agreed to work within established estimates and communicates status and issues promptly.
Your Skills and Experience:
· BE/ME/MTech/ degree in Computer Science, Engineering or a related subject.
· Proven working experience in software development
· Knowledge of Chabot platforms and at least 1 year of working experience in the development of Chabot or other AI, machine learning, or NLP technologies.
· Experience in API Management Solutions, with third-party libraries and APIs.
· Solid understanding of the full development lifecycle.
· Strong foundation in enterprise application fundamentals such as data structures and object-oriented design is critical.
Technical Skills:
· Facebook Chatbot, Alexa, Watson, Luis
· Rest services (Alamofire/Afnetworking)
· Node.js, AWS Lambdas, Python, and API.ai, Git AWS cloud
Job Type: Full-time
Salary: ₹400,000.00 - ₹1,000,000.00 per year
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",400000.0,1000000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,na,Pune,1443,700000.0
Big Data & Full Stack Development Internship,"Bengaluru, Karnataka",Tercept Incorporation,"₹15,000 - ₹20,000 a month",Organic,"About the company:
Tercept is data automation & predictive analytics platform. We are a funded early-stage startup building a big data/machine learning product. The founders are IIT/IIM alumni and have more than 15 years of experience each in building & scaling internet technology products. Tercept is their second company. Their first company - Vizury, scaled to 600+ customers & 250 team members across 6 geographies and raised $30M of funding from top-tier VCs. Tercept has two products - Unified Analytics & Ad Revenue Optimization. You can find more details about our products on our website - www.tercept.com
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. User tracking, segmentation & targeting module 2. Algorithms to improve alerting & performance 3. Work on UI/analytics dashboards, etc. that are being built on JavaScript/backbone framework 4. Work on DB/Infra performance - Vertica, redshift, Cassandra, BigQuery, Redis, etc. 5. Work on API integrations with Google, Facebook, Appnexus, etc to pull in data for our analysis 6. Work on the mobile app for analytics dashboards
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 31st Jul'20 and 4th Sep'20
are available for duration of 6 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 1
Categories: Big Data,Full Stack Development,Data Science,Web Development,Computer Science,Engineering",180000.0,240000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,intern,Bengaluru,1635,210000.0
Senior Software Developer,"Keelkattalai, Chennai, Tamil Nadu",10to8 ltd,"₹7,00,000 - ₹15,00,000 a year",Organic,"Full Stack: Python | Django | Javascript | React
*
4+ years of software experience. 2+ years of experience in either Javascript or Python.
*
*
Full time. Remote. Generous holidays. Competitive salary.
*
*
You will work from your own laptop or desktop, and the company has a scheme to help you purchase one if needed.
*
*
We are looking for full-stack software engineers with experience in either Javascript or Python, to build new features for our appointment scheduling product that is used by tens of thousands of businesses around the world.
*
*
We are looking for a team player - someone who can work with our other engineers to get things done. We are looking for someone who takes pride in the quality of their work, and who cares about how their product is used.
*
*
Here are some of the projects our engineering team has completed in the past 3 months:
*
* MS Teams Integration, to allow 10to8 users to book video conferencing calls easily.
Team bookings, where multiple people can be booked into 10to8 at the same time, with all of them receiving reminders about the booking.
Google Classrooms integration, so that education providers can sync their student's details into 10to8.
A booking request and messaging inbox, able to scale to thousands of bookings per day for large enterprise clients
Marketing analytics, such as integrating with Google Tag Manager, Google Analytics and Facebook Pixels
*
*
We expect candidates to be very good at either Python or Javascript. Candidates that only know one of these languages will be trained on the other, to become full stack.
*
*
Main Responsibilities
Developing new features in our product, using Python, Django, Javascript and React.
Being ""full-stack"" - building features from the DB up to the UI and back again, without relying on other people to build the Frontend or the Backend
Taking part in Demos, Sprint Planning, Retrospectives etc with the rest of the team
Debugging Python or Javascript to triage and fix bugs.
*
*
Secondary Possible Responsibilities (depending on interest)
Profiling code to identify performance bottlenecks to speed things up
Deploying code and developing infrastructure to support the monitoring and maintenance of a system that is used 24/7.
Attending calls with clients to assist the sales process
*
*
More about 10to8
Our appointment scheduling software keeps businesses and their customers on the same page, to make bookings happen.
*
*
We have lots of plans for improving our product. Whether it’s using AI to identify customers who might be late for their bookings and personalising messages to them, extending our communications system to support Whatsapp and voice calls, or supporting enterprises who use our APIs to integrate with their own systems - there is lots of exciting work to be done.
*
*
Our 18 person team works remotely, with staff from around the world. For us, working as a team is a vital part of how we operate. Join us, and you'll find:
We work together and remotely because that’s how we’ve found we work best.
Culture is important to us and we’re always trying to maintain and improve it.
We work as a team and tackle our challenges together.
We’re flexible: we adjust to our employees’ individual requirements to make sure they are happy and productive.
*
*
We will onboard you with our existing micro-apps, codebase and documentation. You will be supported and trained in the technologies we use, and we will want you to bring your own experience and expertise to help improve the team.
*
Job Type: Full-time
Salary: ₹700,000.00 - ₹1,500,000.00 per year
Experience:
total work: 3 years (Required)
Work Remotely:
Yes",700000.0,1500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,senior,Chennai,3634,1100000.0
Head Operations- USA,"Chennai, Tamil Nadu",Robotix Learning solutions Pvt Ltd,"₹18,00,000 a year",Organic,"Robotix Learning Solutions Chennai is promoting AI World School a global B2C & B2B platform teaching AI & coding to K12 students and schools. We are hiring Head Operations for US market
Roles
Formulate business strategy and design policies that align with overall strategy.
Should contribute to Business Development, Sales & Marketing and Team management, Leads Management through Closure.
Lead Technology Strategy, Solutions and Implementation across US Market.
Manage Digital Marketing Campaigns-– Lead Content Strategy and builds, Google Ads, SEO/SEM, Email and Social Media Campaigns.
Digital Technology strategy, validation, selection & implementation
Effectively manage Pre-Sales, RFIs/ RFPs, Pricing Transaction based models for Service revenues.
Coordinate customer service operations and find ways to ensure customer retention
Oversee the implementation of technology solutions throughout the organization
Implement efficient processes and standards
Evaluate risk and lead quality assurance efforts
Oversee expenses and budgeting to help the organization optimize costs and benefits
Mentor and motivate teams to achieve productivity and engagement
Implemented Business Process work flow solutions, enabling seamless production and delivery.
Business case evaluation, Market validation, planning & execution.
Budgeting and tracking
Ensure compliance with local and international laws (e.g. data protection)
Report on operational performance and suggest improvements
Provide Thought Leadership, Strategy and Implementation of Product and Services rollout, hand holding clients as part of the engagement.
Reports to Chairman on the Operations
Skills/Requirements
· 12+ yrs of Proven experience as Head of Operations, Operations Director or similar leadership role in US Market, preferably in Online Education / EdTech industry.
· Expertise in operations process strategizing and management
· Strategic mindset with meticulous planning capabilities
· P&L exposure, Performance Evaluation, Portfolio Management, Pricing Surveys, Digital marketing, Analytical skills.
· Detail orientation & People management skills
· Budgeting and tracking.
· Punctuality and adherence to deadlines
· Monitoring and review of ongoing processes
Job Type: Full-time
Salary: ₹1,800,000.00 per year
Experience:
US Market: 5 years (Required)
Opertions: 10 years (Required)",1800000.0,1800000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,Chennai,2354,1800000.0
Attorney Associate,"Pune, Maharashtra",Absolaw,"₹15,000 - ₹25,000 a month",Organic,"Why work with us? We at Absolaw understand that no organization meets its commitments without a great team. It takes an entire team to fully unlock and integrate the core values which are required to accomplish diversified missions. We also understand the merits of collaborating and socializing with each other, making each employee feel like a leader and not like a worker.
For this, we are always making sure that we create a world-class experience for our candidates.
Responsibilities:
Meet client commitments on various Legal and Paralegal projects.
Draft client communications and take part in huddle calls with the client's POC.
Manage project deliverables and ensure delivery under the stipulated TAT.
Work with the TechOps Team to expedite the deliveries using AI/ML Tools.
Establish a nexus between SMEs and internal teams on pending Litigations.
Skills:
Graduate in Law with an experience of up to 2 years or pursuing Final Year Law School.
Knowledge of eDiscovery processes, such as MDR, DBA, Redactions, etc.
Knowledge of CLM processes, such as Abstraction, Summarization, Review, etc.
Familiarity with tools such as Relativity, ViewPoint, Ariba, Kira, FileVine, etc.
Experience in MS Word and MS Excel.
Able to work with little or no supervision.
Highly organized and detail-oriented.
Job Types: Full-time, Fresher
Salary: ₹15,000.00 - ₹25,000.00 per month
Work Remotely:
Yes",180000.0,300000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,na,Pune,1389,240000.0
Copy Editor,Remote,NCBS,₹900 an hour,Organic,"Job Description:
We are looking for copy editors to edit audio recordings into written documents. In this position, you will have access to various recordings, listen to the audio, and edit a per-generated draft created by our AI. In many cases, you will need to correct sentence fragments or audio notes to create an accurate 100% written copy. Our ideal applicant either has significant experience or a certificate in transcription/copy editing. You must also have excellent hearing and strong typing skills. The job will work remotely and on a freelance basis.
Transcriber Responsibilities:
Completing transcriptions in a timely manner and reviewing drafts for any spelling, grammar, or formatting errors, as well as other inconsistencies.
Communicating with the supervisor when there are issues.
Submitting completed drafts to and correcting any errors as per our teams feedback.
Edit your transcriptions before filing them
Providing any feedback to better improve the accuracy of our machine learning algorithm.
Skills and Qualifications
Listening skills – applicants need to listen carefully to audio recordings and interpret them appropriately.
Time management – applicants must work quickly but efficiently, keeping tight deadlines and managing their time effectively
Computer skills – applicants for this role need to be comfortable using computers and different types of programs
Detail oriented – applicants need to spot inaccuracies and inconsistencies in final drafts, so attention to detail is key to being successful in this job
Writing skills – in order to create accurate transcripts, applicants need to have a good understanding of the English language and grammar
Testing:
An online transcription test will be administered as part of the screening for this position.
Payment:
You can get paid through TransferWise or Paypal. Also, the hourly rate is for 1 AUDIO hour of work.
PLEASE APPLY BY COPYING THE LINK AND PASTING IT IN A NEW TAB
https://forms.gle/S6d4z7sZpFh9T29X6
Job Types: Full-time, Part-time, Contract
Salary: Up to ₹900.00 per hour
Experience:
total work: 1 year (Preferred)
Language:
English (Required)
Work Remotely:
Yes",,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,na,na,na,2155,
Senior Software Engineer,"Verna, Goa",PlanQube Technologies Pvt Ltd,"₹7,20,000 a year",Organic,"Who we are?
We are an established company with offices in Goa (India), Seattle (USA) and Philippines. Our development team is right here in South Goa and we are looking for highly motivated individuals to join us. You will be working on cutting edge patent pending technologies to innovate and develop cloud based applications. Expect a high energy environment with ample opportunity for growth.
Check out our app at www.fieldnotes.ai
Who is our ideal candidate?
We are looking for senior developers with a penchant for hands on development for helping us design and develop our next iteration of the product and add more exciting features. Our ideal candidate will have
Strong .NET development skills (C#) preferably with experience in ASP.NET MVC.
Understanding of social media technology platforms and SEO optimizations
Experience in cloud development with hands on experience of AWS and Azure.
Good knowledge of JavaScript libraries like Angular and JQuery
4+ years of full time development experience.
B.E., MCA or equivalent degree.
Kindly note that we are not looking for freshers or out of state candidates for this position.
How is the remuneration?
We believe in attracting people who are smart and determined. Our salary package is best in class and higher than market.
Where will we work from?
Currently our office is located in Verna, Goa but we are all working from home because of COVID. You will be expected to do the same until things improve and then we will reactivate our office. We have an employee focused work schedule including flexible hours and vacation time.
We are a product company working on cloud based AI based applications. Our work includes design, development, deployment and support of our product. You will have a flexible work schedule, but will need to provide support that overlaps US/European work hours.
We believe in attracting people who are smart and determined. Our salary package is best in class and higher than market.",720000.0,720000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,senior,na,1967,720000.0
Application Engineer,"Chennai, Tamil Nadu",Sentient.io,"₹15,00,000 - ₹18,00,000 a year",Organic,"Sentient.io is a bespoke innovator and service provider of an acclaimed state-of-the-art AIaaS (Artificial Intelligence as a Service) platform which democratizes access to AI through the marriage of large, diverse and open data sets with deep, diverse AI algorithms to produce tailored solutions in the realms of Voice, Computer Vision, Natural Language Processing and more.
Our solutions are curated with the vision of helping software developers quickly discover and embed AI algorithms in their applications, optimizing development efforts and shortening time-to-market which ultimately empowers developers to focus on what truly matters, that is to deliver great technology solutions to their end-users.
As Singapore's one-of-its-kind business with footprints spanning across the Singapore and Japanese markets in collaboration with multiple prominent clients, we are now rapidly-growing and are excited to seek out passionate talents to be part of the Sentient family to accelerate and accentuate our business cause.
As an Application Engineer at Sentient.io, you will:
Oversee full lifecycle software development
Write well-designed, efficient and testable code as well as design and implement low-latency, high-availability performance applications
Produce specifications, determine and analyze operational feasibility
Integrate and implement security and data protection features into your solutions
Integrate software components into fully functional software systems
Develop software specific verification plans and quality assurance procedures
Document and maintain software functionality
Tailor and deploy software tools, relevant processes and metrics
Serve as the subject matter expert for developed work / products
Stay abreast with industry standards and practices while adhering to project plans
What Is Expected:
Good tertiary education in Computer Science, Engineering and/or related fields
Proven work experience as a computer software engineer or full stack / frontend / backend developer
Track record in test-driven development, unit testing, debugging, software development methodologies and release processes
Familiarity in managing projects involving cyber security, networking on-premise
Possesses mastery in software engineering and code versioning tools such as Github
Technical Experience:
Software development related tools: Python, Java, J2EE, Spring, Hibernate, Webservices (Rest and SOAP)
Application development/management related tools: Google Kubernetes Engine, Docker
Storage/Database management related tools: NoSQL, MySQL
Others: Nodejs, Google Cloud Platform, Linux/Unix Systems, Sockets, Axois, VueJs, JSON
You will be a cornerstone within our Professional Services team, a composition of bright, passionate and highly devoted engineers, whom are technical experts in advising and tailoring client solutions, ensuring continuous delight. If you have the desire to excel in a dynamic and challenging environment, you may very well be who we are looking for. Work with great minds, creativity and ingenuity.
Job Type: Full-time
Salary: ₹1,500,000.00 - ₹1,800,000.00 per year
Work Remotely:
Yes",1500000.0,1800000.0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,na,na,Chennai,3132,1650000.0
R&D Engineer,"Chennai, Tamil Nadu",Mind Logic Systems,"₹10,00,000 - ₹14,00,000 a year",Organic,"MindLogic (http://MindLogic.com) is a cloud-based product company that excel in Artificial intelligence, Big Data, Deep learning, ML, Computer Vision, NLP, IoT and Robotics
*
Qualifications:
PhD or Masters degree in Computer Science, Electrical Engineering or similar field
Strong understanding and experience in the field of AI, Machine Learning, Deep Learning, Convolutional Neural Networks, Natural Language Processing (NLP) and related technologies.
Experience with Machine Learning and Deep Learning toolkits such as MXNet, TensorFlow, Caffe, Torch, PyTorch, Scikit-learn, numpy, pandas, Jupyter, NLTK and JAGS
Experience with OpenCV, OCR, Computer Vision, Pattern Recognition, Text Mining and image processing technologies
Experience in RF communication protocols (Bluetooth, WIFI, LoRa, Passive RFID and GPS)
Direct experience in signal integrity, electromagnetic and radio frequency theory
Work in a highly collaborative environment to brainstorm, design, implement and deliver ML solutions to some of the most challenging industrial IOT problems
Stay up-to-date with the latest machine learning techniques by reviewing literature, attending conferences, etc
Experience with Java, Scala, C, R or Python.
Maintain detailed documentation throughout all phases of research and development.
Excellent technical writing skills.
Excellent communication skills.
*
Job Type: Full-time
Salary: ₹1,000,000.00 - ₹1,400,000.00 per year
Experience:
total work: 5 years (Preferred)
R&D: 2 years (Preferred)
Education:
Doctorate (Preferred)
Work Remotely:
Temporarily due to COVID-19",1000000.0,1400000.0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,na,na,Chennai,1576,1200000.0
Software Developer Python - Fresher (2020),"Pune, Maharashtra",Keywordio,"₹3,60,000 a year",Organic,"We are looking for individuals who are real problem solvers with a ""can pick-up and learn new technology"" who are looking to contribute in building next generation Ad-technology platform.
The candidate will participate in all cycles of an Agile-driven software development process which leverages a wide range of technologies.
Educational Qualification : B.E. (Computer/IT)
Year of Passing : 2020
CTC Offered : 3.6LPA to 4.2LPA
Roles and Responsibilities:
Understanding client requirements and functional specifications
Designing, developing, maintaining and optimizing secure and scalable modules & APIs
Testing the website and identifying any technical problems, performance issues and hitches
Requirements:
Problem Solver, Team Player & eager to learn new things.
Basic Knowledge of Python & Django framework.
Should be willing to work in startup work culture.
Good Knowledge of Data Structures, Algorithms & their applications.
High energy level and passionate about trying new technology stacks
My SQL / PostgreSql – should be able to code with HTML5, CSS3, AngularJS2,4/ JQuery, Python
The ability to communicate your work to tech and non-tech alike
Pro-actively suggesting new technologies, tools and ways of working
About Keywordio Team you will be joining:
We are a fun team that goes out together also outside of work
We LOVE making mistakes and learning from them
We doubled in size in 2018 and plan to do the same in 2019
We have 12 AI/Machine Learning developers working on automating the ""boring stuff""
We love creative problem-solving and making an impact!
Does this sound like something you want? Get in touch to meet us for a coffee/beer or glass of Champagne!
Life at Keywordio",360000.0,360000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,na,na,Pune,1695,360000.0
REMOTE TUTOR (FULL STACK SOFTWARE ENGINEER) (APP DEVELOPER)...,"Delhi, Delhi",AB INC,₹134 - ₹300 an hour,Organic,"Seeking an experienced full stack software engineer and app developer who can teach a business professional about software development. Candidate must have experience and expertise in artificial intelligence.
This is a one on one position. Business professional needs to learn A to Z on software development, web development, app development and artificial intelligence in a short period of time.
Candidate’s experience, flexibility and communication skills will be considered when hiring for this position.
Please complete the skills assessments to be considered.
Please submit your resume when applying.
Job Types: Full-time, Part-time
Pay: ₹134.00 - ₹300.00 per hour
Experience:
Web Development: 1 year (Required)
software development: 1 year (Required)
Artificial Intelligence: 1 year (Required)
total work: 1 year (Required)
Java: 1 year (Preferred)
App development: 1 year (Required)
Angular / Node JS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
Yes",134.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,Delhi,1011,
Software Trainee,"Pune, Maharashtra",Algo.ai,"₹6,000 - ₹8,000 a month",Organic,"Minimum of 0-1 years’ experience as a Software Engineer working with Python & Javascript.
Minimum 0-1 years' experience with SQL (Postgres) and NoSQL (MongoDB).
Maintaining, tuning and repairing applications; providing on-call production support.
Experience using Git for code versioning
Extensive knowledge of best practices in code development: testing, reviews and design documentation.
Experience in successfully delivering large-scale software projects in a fast-paced environment.
Experience managing a team and leading projects
Strong presentation and communication skills.
Ability and desire to take ideas from concept to prototype.
English language skills verbal and written
Job Type: Full-time
Salary: ₹6,000.00 - ₹8,000.00 per month
Experience:
total work: 1 year (Preferred)
SQL: 1 year (Preferred)
python: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19",72000.0,96000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,na,na,Pune,913,84000.0
Artificial Intelligence (AI) part time job/internship at Del...,"Delhi, Delhi",Sarvvid AI,"₹2,000 - ₹5,000 a month",Organic,"About the company:
Sarvvid-AI has the vision to create a smarter industry: We bring artificial intelligence and apply machine learning to new domains. We develop novel deep learning technology to innovate manufacturing, diagnostics, safety, agriculture, commerce, cyber-security, and healthcare. We believe in a stress-free, friendly environment with frequent breaks to chill-out with gaming, entertainment, etc.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Testing penetration 2. Working on machine learning and deep learning 3. Working on networking and computing
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 11th Aug'20 and 15th Sep'20
are available for duration of 1 month
have already graduated or are currently in any year of study
are from Delhi and neighboring cities
Females willing to start/restart their career may also apply
Number of internships/jobs available: 4
Categories: Artificial Intelligence (AI),Computer Science,Engineering",24000.0,60000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,na,intern,Delhi,1206,42000.0
Senior Software Engineer - ServiceNow,"Noida, Uttar Pradesh",Alcor Solutions Inc.,"₹7,00,000 a year",Organic,"Alcor Solutions is seeking to hire a Senior Software Engineer for the Product Development practice. Job Location will be Noida, India. Immediate joiners with good technical and communication skills will be given preference:
As our Senior Software Engineer your daily responsibilities will include:
What you'll be doing:
Work in a dynamic environment using agile methodology to deliver projects for the product development practice.
Serve as Lead Technical Consultant for building, enhancing and implementing products
Design and develop solutions/ products using ServiceNow, AWS or Azure Platform
You will work as a product owner and expected to give demos and provide significant contribution to Pre-Sales.
Collaborate with cross-functional and platform teams to resolve dependencies and build integrations.
Be product owner to understand detailed requirements and own your code from design, implementation, test automation and delivery of high-quality product to our users.
Collaborate day-to-day with an energetic team of like-minded developers, project managers and quality engineers using agile software development methodology.
Build the best products for businesses using a market leading development platform.
Qualification and Experience:
B.E./B.Tech./M.E./M.S./M.Tech. from Computer Science, Electronics and Communications and Electrical Engineering fields with excellent academic record
6+ years of software development experience.
Recent Experience with ServiceNow ITSM/ITOM Implementation, Product building or Support.
Java, JavaScript, C++, Python, RESTful API, XML, JSON are must haves.
Experience in AI/ML technologies
Hands on experience working with cloud platforms like AWS, Azure or GCP desired.
Hands on experience with Ui technologies like React, Angular JS is a plus
Strong communication skills and structured thinking.
The ability to convey complex technical solutions to any audience.
Hands on with ServiceNow integrations to AWS APIs, Azure, VMware, Puppet/Chef/Ansible, Containers/Docker, integration & automation expertise with 3rd parties will be preferred.
Job Type: Full-time
Pay: From ₹700,000.00 per year
Experience:
IT: 6 years (Required)
ServiceNow: 4 years (Required)
Product Development: 2 years (Required)
Education:
Diploma (Required)
Location:
Noida, Uttar Pradesh (Required)
Work Remotely:
Temporarily due to COVID-19",700000.0,700000.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,senior,Noida,2357,700000.0
Python Developer,"Mumbai, Maharashtra",HR Devi and Associates,"₹6,00,000 - ₹11,00,000 a year",Organic,"Python Developer
Mumbai


Key Responsibilities:

Developing PowerShell scripts to automate various tasks of OS and Applications running on Windows platform.
Research and finding solution to automate complex tasks.
Works independently under limited supervision and applies knowledge of subject matter in script Development.
Consulting and regular follow-ups with team: Attend weekly calls/meetings to resolve issues, concerns on a day-to-day basis.


Desired Skills and Experience:

Strong knowledge of PowerShell with minimum 2yr of experience in writing scripts.
Ability to write PowerShell scripts to automate tasks on an immediate request.
Experience in using .NET assembly and DLL in PowerShell script.
Testing and validation of script/applications.
Documentation of test cases and result report.
Should have troubleshooting and analytical skills.
Basic knowledge on REST API and JSON.
Good technical knowledge of windows Operating systems.
Work experience in Linux is an added advantage.
Scripting in python and bash shell will be an added advantage.
Excellent communication skills with strong background working directly with stake holders to identify business objectives and establish requirements
Candidate should possess strong programming knowledge/ experience using the development background/ tools/ technologies.
Experience in delivering multiple automations in PowerShell scripting, .Net& Python.
Experience with system monitoring and application performance tools.
Experience
2 - 4 Years

Salary
6 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
Professional Degree

Key Skills
Python Development Python


About Company
Company Name
Quantfarm


About Company
QuantFarm, headquartered in Silicon Valley with a delivery centre at Pune, India, is an innovative consulting firm focused on Analytics, Machine Learning, AI and Blockchain. Leading the trend towards Real Time & Disruptive Analytics, we specialize in Marketing, Supply Chain, Financial and HR Analytics across Digital Media, Banking, Insurance Healthcare, Logistics and E Commerce. With some of the brightest minds in the world of Data Science and leveraging State-of-the-Art tools and technologies, we deliver superior ROI for our clients across the globe. While most of the consulting companies use standard algorithms for their projects, we analyse a problem from multiple dimensions and often use more than one algorithm to arrive at the best possible outcome. Besides impacting revenue and costs, we also strive to discover a new business model and deliver a sustainable Competitive Edge.

Email ID
swati5547@gmail.com",600000.0,1100000.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,na,na,Mumbai,2645,850000.0
Artificial Intelligence,"Bengaluru, Karnataka",HR Devi and Associates,"₹9,00,000 - ₹18,00,000 a year",Organic,"Artificial Intelligence
Bangalore


Data Scientist: Job Description
we are Looking for Data Scientists to Develop Machine Learning and Artificial Intelligence Driven Domain-specific Solutions and Products in the Areas Related to Communication Services, Manufacturing, Oil and Gas Etc.
the Candidate’s Primary Focus Will Be in Applying Data Mining Techniques Towards Developing High Quality Decision Support Systems
responsibilities
Developing Predictive/recommender/prescriptive Systems Using Machine Learning and Optimization Techniques

Developing Ai Based Solutions for Improved User Experience such as Chatbots Etc.

Enhancing Data Processing Procedures to Include Information that is Relevant for Building Analytic Systems

Evaluating the Integrity of Data Used for Analysis

Present Analytical Results to Business Customers with Clarity

skills Required
excellent Understanding of Machine Learning Techniques and Algorithms, such as K-nn, Naive Bayes, Svm, Neural Networks, Decision Trees, Random Graphs Etc.
proficiency in Natural Language Processing and Exposure to Ai Platforms like Ibm Watson, Ms Azure, Google Ai, Etc.
proficiency in One of the Data Science Toolkits, such as R, Weka, Numpy, Matlab, Etc. and Capability in Developing Packages in R, Python, C++
experience with Nosql Databases, such as Mongodb, Cassandra, Hbase
Experience with Data Visualization Tools Using Ggplot, Etc
Experience
6 - 12 Years

Salary
9 Lac To 18 Lac P.A.

Industry
IT Software - Ecommerce / Internet Technologies

Qualification
Other Bachelor Degree

Key Skills
Artificial Intelligence


About Company
Contact Person
Swati Deshpande

Address
Plot no 2, om nagar

Mobile
9415330023

Email ID
swati5547@gmail.com",900000.0,1800000.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,na,na,Bengaluru,1706,1350000.0
